trade_date,close
2021-06-22,3.071199411386153
2021-06-23,3.069230159901513
2021-06-24,3.07
2021-06-25,3.07
2021-06-28,3.08931939364533
2021-06-29,3.078800729966404
2021-06-30,3.0807698267069754
2021-07-01,3.08
2021-07-02,3.08
2021-07-05,3.08
2021-07-06,3.08
2021-07-07,3.089659584108402
2021-07-08,3.079570644307134
2021-07-09,3.071110294424026
2021-07-12,3.070769867866045
2021-07-13,3.060340409315526
2021-07-14,3.051110157187878
2021-07-15,3.0314501422569835
2021-07-16,3.041199147570538
2021-07-19,3.048889889361338
2021-07-20,3.0395704480241554
2021-07-21,3.0407698819400473
2021-07-22,3.04
2021-07-23,3.049659666105381
2021-07-26,3.0395705085674285
2021-07-27,3.050429377547728
2021-07-28,3.039570732785774
2021-07-29,3.040769763965168
2021-07-30,3.0206809948967583
2021-08-02,2.9925597432898665
2021-08-03,3.011628612323454
2021-08-04,2.9891423880419667
2021-08-05,2.981879761364791
2021-08-06,2.9904290451059463
2021-08-09,2.989217650102391
2021-08-10,3.0189781045996607
2021-08-11,3.0176914781682185
2021-08-12,3.0393187947094678
2021-08-13,3.0191433470752878
2021-08-16,3.031197121491737
2021-08-17,3.029230984451851
2021-08-18,3.0106818958260506
2021-08-19,3.040514441397075
2021-08-20,3.0183764752216184
2021-08-23,3.021537779181594
2021-08-24,3.0296583664001258
2021-08-25,3.019572703016415
2021-08-26,3.020768983030254
2021-08-27,3.0103451873404286
2021-08-30,3.0204271842860106
2021-08-31,2.9999148886928078
2021-09-01,3.030510770750593
2021-09-02,3.0566679846359945
2021-09-03,3.0480345650305027
2021-09-06,3.0604270142003007
2021-09-07,3.059231114483853
2021-09-08,3.0889743799241267
2021-09-09,3.0973521821362495
2021-09-10,3.0895728991294726
2021-09-13,3.100426988565592
2021-09-14,3.0992312248891523
2021-09-15,3.061367190198177
2021-09-16,3.063075963485693
2021-09-17,3.0503417582234205
2021-09-22,3.070084969470878
2021-09-23,3.0491469733915473
2021-09-24,3.070852127908402
2021-09-27,3.04914877124718
2021-09-28,3.051536295849342
2021-09-29,3.059657444268527
2021-09-30,3.059231759279238
2021-10-08,3.0503425528827526
2021-10-11,3.0700829657044197
2021-10-12,3.078120752076195
2021-10-13,3.079231674460564
2021-10-14,3.0703425467323493
2021-10-15,3.061110861723577
2021-10-18,3.0511107375151294
2021-10-19,3.0604258875890347
2021-10-20,3.059231639712234
2021-10-21,3.06
2021-10-22,3.079315048013153
2021-10-25,3.059148659751686
2021-10-26,3.071193683606552
2021-10-27,3.0595747448477546
2021-10-28,3.060768122695973
2021-10-29,3.050342868498251
2021-11-01,3.050768064346473
2021-11-02,3.0693074767820887
2021-11-03,3.0394932391098695
2021-11-04,3.0423045242555604
2021-11-05,3.04
2021-11-08,3.04
2021-11-09,3.0303432084972366
2021-11-10,3.0404248776300267
2021-11-11,3.0392318614644935
2021-11-12,3.068970219992698
2021-11-15,3.058039493640265
2021-11-16,3.060767938535785
2021-11-17,3.06
2021-11-18,3.0696565820732054
2021-11-19,3.0595755355590835
2021-11-22,3.0607679347320733
2021-11-23,3.06
2021-11-24,3.069656523421855
2021-11-25,3.0788886541912173
2021-11-26,3.079232079035782
2021-11-29,3.070343411939558
2021-11-30,3.0611113261561025
2021-12-01,3.051111198693933
2021-12-02,3.0604246174818788
2021-12-03,3.049575495390865
2021-12-06,3.0604243925922083
2021-12-07,3.0592321550570207
2021-12-08,3.0696565449262656
2021-12-09,3.0595757206658245
2021-12-10,3.070424166902246
2021-12-13,3.0692322695031895
2021-12-14,3.06034356920827
2021-12-15,3.051111289337762
2021-12-16,3.0507677720527484
2021-12-17,3.05
2021-12-20,3.05965649540369
2021-12-21,3.0495757894899094
2021-12-22,3.0604240984687636
2021-12-23,3.0592322875700493
2021-12-24,3.06
2021-12-27,3.0503436180575574
2021-12-28,3.060424036385579
2021-12-29,3.0688886217160807
2021-12-30,3.049919589822433
2021-12-31,3.0515357327678156
2022-01-04,3.05
2022-01-05,3.0693125445731577
2022-01-06,3.0877773246682554
2022-01-07,3.0884643654529333
2022-01-10,3.1382827372325584
2022-01-11,3.1265073973387048
2022-01-12,3.140423138607594
2022-01-13,3.1199209410213853
2022-01-14,3.1408451887442603
2022-01-17,3.0901908917575525
2022-01-18,3.0938306790826693
2022-01-19,3.118966050475453
2022-01-20,3.108044214233894
2022-01-21,3.1204218048396464
2022-01-24,3.11923333823001
2022-01-25,3.12
2022-01-26,3.0910345911453216
2022-01-27,3.092299973909016
2022-01-28,3.09
2022-02-07,3.09
2022-02-08,3.1286206200137103
2022-02-09,3.1655579703758896
2022-02-10,3.1572771806731272
2022-02-11,3.1897333865871262
2022-02-14,3.187701987572986
2022-02-15,3.170688424940888
2022-02-16,3.152220535081876
2022-02-17,3.17084461028291
2022-02-18,3.17812272782647
2022-02-21,3.1985457492394618
2022-02-22,3.179155427455702
2022-02-23,3.1718771652088478
2022-02-24,3.1611104146794675
2022-02-25,3.112484632811011
2022-02-28,3.1138305551832106
2022-03-01,3.1003436220053744
2022-03-02,3.120078273565041
2022-03-03,3.1281248044692265
2022-03-04,3.14854747605495
2022-03-07,3.1484689339367073
2022-03-08,3.1306869604350975
2022-03-09,3.1025608614782167
2022-03-10,3.082981895873763
2022-03-11,3.0815308284060814
2022-03-14,3.0993145551796535
2022-03-15,3.0888115853808875
2022-03-16,3.032821366214185
2022-03-17,3.0732239105126395
